code,name,date,nums,nlast,count,clast,amount,ratio,year,quarter
600240,华业资本,2014-12-31,77,64,7693.57,6566.46,72711.47,5.40,2014,4
600239,云南城投,2014-12-31,53,52,1781.08,1760.00,12200.42,1.66,2014,4
600236,桂冠电力,2014-12-31,24,23,2192.81,1930.34,10306.23,0.61,2014,4
600233,圆通速递,2014-12-31,10,7,1294.24,963.14,14495.50,3.92,2014,4
600226,升华拜克,2014-12-31,5,4,1154.93,975.56,9505.06,1.05,2014,4
600222,太龙药业,2014-12-31,19,17,1803.53,1693.53,12859.20,3.48,2014,4
600221,海南航空,2014-12-31,93,91,31940.31,12540.31,109235.87,2.70,2014,4
600219,南山铝业,2014-12-31,90,80,6140.64,4717.51,54467.48,0.87,2014,4
600217,中再资环,2014-12-31,26,25,6259.31,5845.61,54706.41,9.05,2014,4
600216,浙江医药,2014-12-31,73,72,5125.75,5121.37,55665.65,5.48,2014,4
600212,*ST江泉,2014-12-31,43,37,6113.48,3810.59,50130.56,11.95,2014,4
600210,紫江企业,2014-12-31,22,10,2509.44,-596.03,12672.66,1.75,2014,4
600208,新湖中宝,2014-12-31,136,122,41967.17,19867.77,306572.25,4.88,2014,4
600201,生物股份,2014-12-31,71,57,1802.56,748.60,63233.82,3.17,2014,4
600199,金种子酒,2014-12-31,87,84,5541.13,5155.18,64665.00,9.97,2014,4
600198,大唐电信,2014-12-31,46,45,1650.72,1612.43,27022.24,1.97,2014,4
600197,伊力特,2014-12-31,57,56,1143.14,1124.32,14037.76,2.59,2014,4
600196,复星医药,2014-12-31,170,144,13630.45,6185.25,287602.51,7.14,2014,4
600195,中牧股份,2014-12-31,68,58,2042.68,1064.14,32376.46,4.75,2014,4
600188,兖州煤业,2014-12-31,123,119,7274.99,6807.08,95884.36,2.46,2014,4
600187,国中水务,2014-12-31,56,50,11555.86,2262.89,88633.41,7.94,2014,4
600185,格力地产,2014-12-31,56,53,7970.14,7828.78,175343.17,4.93,2014,4
600184,光电股份,2014-12-31,86,81,3548.29,3366.89,127170.56,8.47,2014,4
600183,生益科技,2014-12-31,59,52,2379.03,1838.39,18984.63,1.65,2014,4
600180,瑞茂通,2014-12-31,52,49,4639.43,4450.60,57157.74,5.26,2014,4
600178,东安动力,2014-12-31,5,2,615.75,221.82,3749.90,1.33,2014,4
600177,雅戈尔,2014-12-31,108,100,7490.68,6113.92,86217.76,3.36,2014,4
600176,中国巨石,2014-12-31,81,78,2022.33,1351.83,31285.50,0.83,2014,4
600175,美都能源,2014-12-31,45,38,1238.83,-5820.04,6379.97,0.86,2014,4
600171,上海贝岭,2014-12-31,52,50,1447.05,1441.05,15295.36,2.15,2014,4
600170,上海建工,2014-12-31,87,84,3474.79,3234.15,29223.00,0.50,2014,4
600169,太原重工,2014-12-31,49,47,3985.76,2945.76,34755.80,1.64,2014,4
600168,武汉控股,2014-12-31,63,62,7274.85,7110.54,98355.98,10.25,2014,4
600167,联美控股,2014-12-31,20,17,870.26,809.50,11409.13,4.12,2014,4
600166,福田汽车,2014-12-31,99,98,5331.07,5059.63,33372.47,0.80,2014,4
600161,天坛生物,2014-12-31,68,65,1408.14,1405.20,36344.22,2.73,2014,4
600158,中体产业,2014-12-31,134,123,12387.76,11136.49,219387.18,18.84,2014,4
600157,永泰能源,2014-12-31,110,90,11974.66,7259.86,52209.54,2.61,2014,4
600153,建发股份,2014-12-31,131,122,22072.16,19305.38,224694.60,7.79,2014,4
600151,航天机电,2014-12-31,83,73,13384.30,12610.04,125678.55,10.71,2014,4
600150,中国船舶,2014-12-31,144,118,10971.13,7945.66,404395.90,7.96,2014,4
600149,廊坊发展,2014-12-31,36,33,3591.45,3081.20,53225.29,9.45,2014,4
600143,金发科技,2014-12-31,116,115,10370.53,10368.69,71452.92,4.05,2014,4
600138,中青旅,2014-12-31,94,75,6231.58,-826.88,102571.81,8.87,2014,4
600133,东湖高新,2014-12-31,23,22,3455.66,3404.03,28854.79,6.42,2014,4
600132,重庆啤酒,2014-12-31,50,49,495.84,437.09,8022.73,1.02,2014,4
600129,太极集团,2014-12-31,57,48,5112.03,3791.74,84916.64,11.97,2014,4
600126,杭钢股份,2014-12-31,15,13,1888.62,1703.73,11539.47,2.25,2014,4
600125,铁龙物流,2014-12-31,90,87,12118.43,10049.46,107369.27,9.28,2014,4
600123,兰花科创,2014-12-31,30,28,2295.90,2140.70,23647.78,2.01,2014,4
600122,宏图高科,2014-12-31,53,50,2674.57,47.47,19176.63,2.32,2014,4
600121,郑州煤电,2014-12-31,3,2,103.60,79.70,590.50,0.10,2014,4
600118,中国卫星,2014-12-31,198,180,15340.64,8651.91,436901.57,12.97,2014,4
600117,西宁特钢,2014-12-31,4,3,201.06,200.14,1023.39,0.27,2014,4
600112,天成控股,2014-12-31,38,36,472.65,468.61,5303.13,0.93,2014,4
600111,北方稀土,2014-12-31,143,128,8033.15,7111.40,207897.88,2.21,2014,4
600109,国金证券,2014-12-31,265,238,38934.80,32919.22,770519.74,12.87,2014,4
600108,亚盛集团,2014-12-31,113,84,9516.76,2072.31,88886.53,4.89,2014,4
600106,重庆路桥,2014-12-31,11,9,363.31,82.01,2121.74,0.40,2014,4
600104,上汽集团,2014-12-31,202,169,26442.51,14749.15,567720.73,2.40,2014,4
600100,同方股份,2014-12-31,136,127,12764.20,5747.63,149085.91,5.81,2014,4
600099,林海股份,2014-12-31,3,2,449.11,-19.29,3610.82,2.05,2014,4
600097,开创国际,2014-12-31,7,6,595.80,580.80,8490.08,2.94,2014,4
600096,云天化,2014-12-31,33,32,2656.86,2566.87,32121.41,2.37,2014,4
600089,特变电工,2014-12-31,176,145,32633.04,16925.76,403997.01,10.20,2014,4
600088,中视传媒,2014-12-31,39,37,77.87,74.19,1377.45,0.23,2014,4
600085,同仁堂,2014-12-31,175,140,15210.24,10604.85,341165.78,11.09,2014,4
600081,东风科技,2014-12-31,31,23,2577.13,1461.05,34997.43,8.22,2014,4
600080,金花股份,2014-12-31,7,1,821.76,98.51,7757.44,2.69,2014,4
600079,人福医药,2014-12-31,195,152,13438.53,5902.46,344698.20,12.71,2014,4
600077,宋都股份,2014-12-31,26,22,9940.39,9650.10,48456.44,7.42,2014,4
600073,上海梅林,2014-12-31,52,47,1390.82,981.44,13045.93,1.48,2014,4
600071,凤凰光学,2014-12-31,2,1,604.05,-71.61,7671.40,2.54,2014,4
600069,银鸽投资,2014-12-31,4,3,552.57,-187.42,2608.12,0.67,2014,4
600068,葛洲坝,2014-12-31,149,144,22009.66,20853.64,205350.11,5.31,2014,4
600067,冠城大通,2014-12-31,138,114,19535.88,16440.89,158240.64,13.44,2014,4
600066,宇通客车,2014-12-31,170,143,12556.03,-900.53,280376.05,6.60,2014,4
600064,南京高科,2014-12-31,74,73,4088.41,4068.41,73550.48,5.29,2014,4
600063,皖维高新,2014-12-31,5,-4,80.79,-1899.75,379.72,0.05,2014,4
600062,华润双鹤,2014-12-31,82,78,3873.96,2371.59,78486.50,6.78,2014,4
600060,海信电器,2014-12-31,109,106,5362.06,3672.07,61288.30,4.10,2014,4
600058,五矿发展,2014-12-31,80,79,1448.52,1448.21,25291.17,1.35,2014,4
600057,象屿股份,2014-12-31,15,12,1168.12,-524.49,11914.87,1.06,2014,4
600055,万东医疗,2014-12-31,42,37,4842.71,3879.98,91430.41,13.98,2014,4
600054,黄山旅游,2014-12-31,22,21,589.81,574.81,9136.20,2.72,2014,4
600051,宁波联合,2014-12-31,3,2,117.03,114.11,994.79,0.38,2014,4
600050,中国联通,2014-12-31,190,161,89928.74,56594.56,445147.27,4.24,2014,4
600048,保利地产,2014-12-31,475,445,189221.99,159346.03,2047381.98,17.59,2014,4
600039,四川路桥,2014-12-31,44,43,399.83,-2683.91,2183.09,0.13,2014,4
600038,中直股份,2014-12-31,146,138,5241.97,4938.43,197203.09,8.89,2014,4
600037,歌华有线,2014-12-31,106,78,5233.38,-1148.59,75831.67,4.48,2014,4
600036,招商银行,2014-12-31,317,198,135877.18,44266.22,2254202.38,6.59,2014,4
600033,福建高速,2014-12-31,15,14,5663.76,5537.93,21578.94,2.06,2014,4
600030,中信证券,2014-12-31,345,231,125123.02,70792.19,4241670.24,12.75,2014,4
600029,南方航空,2014-12-31,104,103,16823.39,16552.40,86808.69,2.40,2014,4
600028,中国石化,2014-12-31,172,143,59080.02,45503.52,383429.31,0.62,2014,4
600027,华电国际,2014-12-31,117,113,13826.06,9966.77,96782.41,2.04,2014,4
600026,中远海能,2014-12-31,70,67,7907.22,6649.99,71955.74,2.89,2014,4
600023,浙能电力,2014-12-31,100,98,3189.90,2954.90,22871.57,0.23,2014,4
600020,中原高速,2014-12-31,9,8,533.39,530.83,2165.55,0.24,2014,4
600019,宝钢股份,2014-12-31,201,194,60234.91,58779.24,422246.74,3.67,2014,4
600018,上港集团,2014-12-31,118,107,20505.12,19084.73,131642.85,0.90,2014,4
600016,民生银行,2014-12-31,375,273,238361.47,122536.00,2593372.74,8.07,2014,4
600015,华夏银行,2014-12-31,257,245,52475.00,50872.48,706313.55,4.91,2014,4
600011,华能国际,2014-12-31,130,125,17735.40,10721.65,156603.57,1.69,2014,4
600010,包钢股份,2014-12-31,132,124,58985.10,52513.30,240659.19,3.75,2014,4
600009,上海机场,2014-12-31,118,114,4902.09,4329.03,96179.01,4.48,2014,4
600008,首创股份,2014-12-31,108,104,8433.26,5836.06,99512.48,1.75,2014,4
600007,中国国贸,2014-12-31,29,27,2743.35,1408.10,41945.85,2.72,2014,4
600006,东风汽车,2014-12-31,49,39,2905.65,-1208.62,17288.64,1.45,2014,4
600004,白云机场,2014-12-31,52,50,1272.30,899.62,13906.28,1.11,2014,4
600000,浦发银行,2014-12-31,419,290,146225.61,79886.69,2294279.87,7.13,2014,4
300402,宝色股份,2014-12-31,3,-16,15.34,-30.33,264.97,0.23,2014,4
300401,花园生物,2014-12-31,4,-3,1.08,-2.51,38.02,0.01,2014,4
300400,劲拓股份,2014-12-31,7,-1,5.14,-1.27,165.48,0.07,2014,4
300399,京天利,2014-12-31,6,-3,179.43,172.12,9362.54,3.71,2014,4
300398,飞凯材料,2014-12-31,8,-2,111.46,105.12,6652.20,2.48,2014,4
300397,天和防务,2014-12-31,9,-1,112.02,101.76,9192.03,1.09,2014,4
300396,迪瑞医疗,2014-12-31,8,6,10.52,8.22,854.35,0.23,2014,4
300393,中来股份,2014-12-31,13,3,283.61,112.39,11032.62,3.69,2014,4
300392,腾信股份,2014-12-31,10,3,76.88,-138.64,7993.69,0.46,2014,4
300389,艾比森,2014-12-31,4,3,119.08,111.57,9014.57,1.28,2014,4
300387,富邦股份,2014-12-31,4,3,196.00,60.14,8643.62,4.67,2014,4
300386,飞天诚信,2014-12-31,36,34,206.52,191.16,24134.45,1.21,2014,4
300382,斯莱克,2014-12-31,2,-1,6.51,6.24,390.27,0.16,2014,4
300380,安硕信息,2014-12-31,32,31,725.57,635.55,46654.45,15.02,2014,4
300379,东方通,2014-12-31,19,18,293.34,280.90,24362.04,4.32,2014,4
300377,赢时胜,2014-12-31,18,14,308.70,178.93,12805.06,1.68,2014,4
300376,易事特,2014-12-31,1,-1,4.00,-8.80,135.52,0.03,2014,4
300369,绿盟科技,2014-12-31,36,31,693.27,485.56,36944.51,5.28,2014,4
300367,东方网力,2014-12-31,34,26,1104.31,284.22,85914.97,2.75,2014,4
300363,博腾股份,2014-12-31,15,7,1159.43,231.64,71768.99,7.93,2014,4
300360,炬华科技,2014-12-31,10,9,757.47,751.47,17012.88,2.43,2014,4
300359,全通教育,2014-12-31,36,31,938.11,835.32,84997.65,3.29,2014,4
300358,楚天科技,2014-12-31,3,2,55.24,52.24,2193.19,0.34,2014,4
300357,我武生物,2014-12-31,15,11,1517.83,1030.97,50574.21,20.39,2014,4
300356,光一科技,2014-12-31,13,12,1037.87,997.87,23123.78,7.69,2014,4
300355,蒙草生态,2014-12-31,25,22,3146.37,2502.68,49649.65,3.46,2014,4
300353,东土科技,2014-12-31,18,17,688.72,-71.44,11274.36,2.84,2014,4
300352,北信源,2014-12-31,21,19,1261.12,1240.12,30102.87,2.20,2014,4
300351,永贵电器,2014-12-31,27,20,864.62,683.01,35207.25,2.56,2014,4
300348,长亮科技,2014-12-31,26,22,665.76,630.73,64578.30,3.75,2014,4
300347,泰格医药,2014-12-31,55,46,4266.85,3027.32,127649.51,9.75,2014,4
300339,润和软件,2014-12-31,57,37,3070.36,1444.11,58858.87,12.96,2014,4
300337,银邦股份,2014-12-31,10,5,1205.24,772.79,14728.05,1.47,2014,4
300336,新文化,2014-12-31,21,17,1298.53,1204.16,34411.05,2.61,2014,4
300335,迪森股份,2014-12-31,33,23,4892.24,3489.07,61104.06,13.59,2014,4
300334,津膜科技,2014-12-31,24,13,2185.71,853.56,44675.98,7.92,2014,4
300331,苏大维格,2014-12-31,10,4,1374.41,575.54,38868.27,7.39,2014,4
300329,海伦钢琴,2014-12-31,20,18,2134.64,2086.78,32403.87,8.49,2014,4
300328,宜安科技,2014-12-31,2,1,1.01,-0.85,31.27,0.00,2014,4
300327,中颖电子,2014-12-31,2,1,73.00,53.00,934.40,0.39,2014,4
300326,凯利泰,2014-12-31,22,15,925.91,618.99,22823.58,1.56,2014,4
300324,旋极信息,2014-12-31,40,28,3084.28,1343.25,165632.81,3.35,2014,4
300323,华灿光电,2014-12-31,26,23,1905.69,1833.88,17379.88,2.82,2014,4
300322,硕贝德,2014-12-31,39,34,4035.78,1046.28,77204.56,9.92,2014,4
300320,海达股份,2014-12-31,9,6,570.57,102.29,10509.92,1.95,2014,4
300318,博晖创新,2014-12-31,4,1,275.75,-251.81,4836.72,0.42,2014,4
300316,晶盛机电,2014-12-31,9,6,1282.52,716.32,28189.73,1.31,2014,4
300315,掌趣科技,2014-12-31,110,81,16393.80,6827.44,305930.13,6.73,2014,4
300310,宜通世纪,2014-12-31,4,1,99.09,-56.94,1471.47,0.27,2014,4
300309,吉艾科技,2014-12-31,8,1,350.92,-1232.35,6632.30,0.81,2014,4
300307,慈星股份,2014-12-31,25,23,1751.41,645.43,15114.69,2.18,2014,4
300306,远方光电,2014-12-31,7,1,584.27,-361.40,14746.93,2.89,2014,4
300305,裕兴股份,2014-12-31,11,9,231.21,51.72,4496.97,0.89,2014,4
300304,云意电气,2014-12-31,4,3,0.77,-5.91,10.88,0.00,2014,4
300303,聚飞光电,2014-12-31,69,52,7068.63,2585.00,120732.19,10.27,2014,4
300301,长方集团,2014-12-31,4,3,311.38,-91.59,4141.34,0.52,2014,4
300300,汉鼎宇佑,2014-12-31,6,4,576.71,-89.47,12860.66,1.50,2014,4
300299,富春通信,2014-12-31,15,10,327.42,197.00,4037.13,1.60,2014,4
300298,三诺生物,2014-12-31,40,38,1629.55,1532.82,51265.72,4.83,2014,4
300297,蓝盾股份,2014-12-31,11,10,686.07,682.46,12843.26,0.77,2014,4
300296,利亚德,2014-12-31,27,24,2286.02,1591.35,50916.10,3.60,2014,4
300295,三六五网,2014-12-31,106,96,1976.89,1582.80,149847.95,10.29,2014,4
300291,华录百纳,2014-12-31,70,36,5869.30,1483.53,178133.40,10.79,2014,4
300290,荣科科技,2014-12-31,24,22,1508.20,1293.00,31687.21,5.54,2014,4
300289,利德曼,2014-12-31,10,8,623.01,609.30,17712.18,1.60,2014,4
300288,朗玛信息,2014-12-31,31,17,1461.16,-193.37,271775.46,4.48,2014,4
300287,飞利信,2014-12-31,27,16,3136.41,-465.62,76497.03,2.77,2014,4
300285,国瓷材料,2014-12-31,21,17,1459.39,978.19,42555.96,5.73,2014,4
300284,苏交科,2014-12-31,32,25,2414.13,684.09,26483.04,4.87,2014,4
300281,金明精机,2014-12-31,13,9,1579.61,965.27,27137.76,6.60,2014,4
300278,华昌达,2014-12-31,17,16,1541.31,1528.32,26455.32,4.36,2014,4
300274,阳光电源,2014-12-31,62,40,9331.03,2398.83,150789.38,7.79,2014,4
300273,和佳股份,2014-12-31,95,79,8740.70,1666.24,202347.24,11.14,2014,4
300272,开能环保,2014-12-31,10,8,950.53,327.15,15902.32,3.02,2014,4
300271,华宇软件,2014-12-31,57,34,3433.81,1737.30,131171.53,5.57,2014,4
300269,联建光电,2014-12-31,20,16,868.59,530.54,31382.23,2.40,2014,4
300267,尔康制药,2014-12-31,37,25,8321.72,1635.07,328541.40,4.55,2014,4
300266,兴源环境,2014-12-31,10,9,194.81,187.54,9331.28,0.48,2014,4
300265,通光线缆,2014-12-31,20,16,1672.71,1398.90,43323.19,4.96,2014,4
300264,佳创视讯,2014-12-31,5,4,280.35,210.36,2419.40,0.68,2014,4
300263,隆华节能,2014-12-31,45,38,4345.92,3341.38,77487.81,5.69,2014,4
300262,巴安水务,2014-12-31,28,23,2739.24,2610.14,57031.01,7.33,2014,4
300261,雅本化学,2014-12-31,8,7,1322.35,1256.41,17045.14,2.59,2014,4
300259,新天科技,2014-12-31,10,9,1023.65,690.08,13153.95,2.21,2014,4
300258,精锻科技,2014-12-31,14,12,1251.62,656.30,21602.93,3.09,2014,4
300257,开山股份,2014-12-31,44,38,3482.29,1760.63,122576.73,4.06,2014,4
300254,仟源医药,2014-12-31,13,9,1375.75,989.98,35136.61,7.14,2014,4
300253,卫宁健康,2014-12-31,139,125,6720.38,2954.27,470224.77,8.16,2014,4
300252,金信诺,2014-12-31,50,42,3191.55,2064.86,140261.12,7.81,2014,4
300251,光线传媒,2014-12-31,89,87,1931.33,1914.17,45656.74,0.66,2014,4
300248,新开普,2014-12-31,30,23,1699.29,833.93,56036.85,5.69,2014,4
300246,宝莱特,2014-12-31,12,9,489.95,462.99,10533.96,3.35,2014,4
300245,天玑科技,2014-12-31,18,14,820.80,738.68,14347.59,3.06,2014,4
300244,迪安诊断,2014-12-31,66,54,3755.96,1883.29,160926.80,7.66,2014,4
300242,明家联合,2014-12-31,52,48,1937.55,1886.39,58533.49,4.60,2014,4
300238,冠昊生物,2014-12-31,47,34,3375.07,1601.64,157852.08,17.56,2014,4
300235,方直科技,2014-12-31,4,-1,159.14,70.53,2304.33,1.00,2014,4
300234,开尔新材,2014-12-31,13,12,465.58,365.58,6513.48,1.76,2014,4
300233,金城医药,2014-12-31,5,4,253.84,247.59,9846.64,1.02,2014,4
300232,洲明科技,2014-12-31,12,7,551.37,366.27,7415.87,1.09,2014,4
300231,银信科技,2014-12-31,31,28,4653.59,4547.52,73200.98,13.86,2014,4
300229,拓尔思,2014-12-31,4,2,17.77,-32.22,341.20,0.04,2014,4
300228,富瑞特装,2014-12-31,44,36,544.56,148.31,26574.59,1.16,2014,4
300227,光韵达,2014-12-31,14,10,595.79,280.03,10903.02,4.39,2014,4
300226,上海钢联,2014-12-31,65,41,3489.52,661.18,210662.32,22.37,2014,4
300224,正海磁材,2014-12-31,52,42,3207.10,2830.57,78189.06,6.59,2014,4
300221,银禧科技,2014-12-31,15,14,1002.54,832.55,13333.81,2.51,2014,4
300220,金运激光,2014-12-31,9,5,756.16,418.97,20847.20,6.17,2014,4
300219,鸿利智汇,2014-12-31,12,10,314.49,239.79,3308.41,0.47,2014,4
300217,东方电热,2014-12-31,7,3,299.66,-433.54,3095.49,0.24,2014,4
300214,日科化学,2014-12-31,6,5,483.57,479.57,2630.62,1.19,2014,4
300213,佳讯飞鸿,2014-12-31,29,23,3858.53,1752.89,94533.99,15.17,2014,4
300212,易华录,2014-12-31,56,35,2563.18,-2217.91,70590.11,7.97,2014,4
300210,森远股份,2014-12-31,24,22,2856.50,2549.08,39562.51,11.78,2014,4
300209,天泽信息,2014-12-31,11,10,275.38,249.37,4846.62,1.16,2014,4
300207,欣旺达,2014-12-31,62,42,2402.47,1050.61,61767.59,1.91,2014,4
300206,理邦仪器,2014-12-31,24,23,2270.04,2224.04,42858.27,3.88,2014,4
300205,天喻信息,2014-12-31,28,19,746.72,182.59,10103.11,1.74,2014,4
300204,舒泰神,2014-12-31,17,16,418.43,302.42,10146.98,0.89,2014,4
300203,聚光科技,2014-12-31,79,74,7317.23,6644.34,140344.41,16.30,2014,4
300202,聚龙股份,2014-12-31,75,60,7317.77,1284.51,226045.86,13.32,2014,4
300199,翰宇药业,2014-12-31,48,30,7588.54,4641.41,204890.62,8.89,2014,4
300198,纳川股份,2014-12-31,9,8,691.78,495.83,4842.43,0.76,2014,4
300196,长海股份,2014-12-31,37,34,3341.74,3076.64,78310.58,17.40,2014,4
300195,长荣股份,2014-12-31,23,19,1004.00,891.68,30832.23,3.96,2014,4
300194,福安药业,2014-12-31,7,4,1119.37,616.27,22745.65,4.17,2014,4
300190,维尔利,2014-12-31,33,30,1254.18,1154.17,31881.22,3.72,2014,4
300188,美亚柏科,2014-12-31,15,1,1891.48,170.59,49500.15,4.17,2014,4
300187,永清环保,2014-12-31,32,30,1523.86,1081.70,46477.58,2.52,2014,4
300185,通裕重工,2014-12-31,2,0,5.15,-298.69,29.27,0.00,2014,4
300184,力源信息,2014-12-31,4,3,383.33,376.14,4531.01,1.06,2014,4
300183,东软载波,2014-12-31,64,43,2293.93,1063.85,124291.31,5.10,2014,4
300182,捷成股份,2014-12-31,63,51,4904.17,1961.76,87784.62,2.68,2014,4
300181,佐力药业,2014-12-31,23,18,2188.36,1807.36,27945.31,4.06,2014,4
300180,华峰超纤,2014-12-31,8,7,1028.18,656.97,22640.62,3.31,2014,4
300178,腾邦国际,2014-12-31,43,41,3599.05,2679.10,94943.05,6.64,2014,4
300177,中海达,2014-12-31,25,21,2039.39,1079.41,27837.69,4.67,2014,4
300176,鸿特精密,2014-12-31,3,1,292.11,204.73,4188.86,2.72,2014,4
300175,朗源股份,2014-12-31,9,8,1151.62,1105.17,7600.72,2.45,2014,4
300173,智慧松德,2014-12-31,10,5,1104.73,806.80,23099.90,2.73,2014,4
300172,中电环保,2014-12-31,11,10,1355.05,1295.06,30244.65,2.67,2014,4
300171,东富龙,2014-12-31,17,14,1817.84,897.30,41937.53,2.89,2014,4
300170,汉得信息,2014-12-31,33,20,6701.64,1962.00,88011.02,8.31,2014,4
300169,天晟新材,2014-12-31,10,3,1398.71,125.10,11525.37,4.60,2014,4
300168,万达信息,2014-12-31,144,111,13562.74,7348.12,626598.41,13.33,2014,4
300166,东方国信,2014-12-31,66,62,5040.29,4589.04,141430.43,9.50,2014,4
300165,天瑞仪器,2014-12-31,16,15,319.81,315.50,7003.76,0.69,2014,4
300164,通源石油,2014-12-31,12,11,2873.12,2541.77,25886.79,7.56,2014,4
300162,雷曼股份,2014-12-31,66,59,2490.14,2080.61,139447.81,7.68,2014,4
300159,新研股份,2014-12-31,30,28,3204.33,2929.33,53764.83,3.32,2014,4
300157,恒泰艾普,2014-12-31,32,-2,1484.08,-10387.74,14974.35,2.24,2014,4
300155,安居宝,2014-12-31,29,19,1233.36,203.92,21953.82,2.27,2014,4
300153,科泰电源,2014-12-31,16,15,1271.83,663.02,16978.92,3.97,2014,4
300152,科融环境,2014-12-31,8,7,3.00,0.01,38.97,0.00,2014,4
300151,昌红科技,2014-12-31,5,3,533.46,266.71,8193.99,1.06,2014,4
300150,世纪瑞尔,2014-12-31,33,27,2397.64,1581.73,38338.34,4.44,2014,4
300148,天舟文化,2014-12-31,11,10,227.78,198.12,4056.84,0.45,2014,4
300147,香雪制药,2014-12-31,120,87,12105.84,-684.09,201925.45,18.30,2014,4
300146,汤臣倍健,2014-12-31,106,89,2426.56,-1113.40,63090.47,1.67,2014,4
300145,中金环境,2014-12-31,63,49,4789.36,2463.10,103641.78,8.52,2014,4
300144,宋城演艺,2014-12-31,102,84,9557.86,1539.71,282066.35,6.98,2014,4
300142,沃森生物,2014-12-31,22,21,1101.42,1088.55,44464.39,0.78,2014,4
300140,启源装备,2014-12-31,30,29,1438.24,1427.71,35970.49,5.89,2014,4
300139,晓程科技,2014-12-31,15,14,258.22,201.83,11258.58,0.94,2014,4
300137,先河环保,2014-12-31,33,24,3475.33,2295.80,51469.69,10.34,2014,4
300136,信维通信,2014-12-31,29,26,2065.89,1942.93,38735.46,2.30,2014,4
300134,大富科技,2014-12-31,51,49,138.85,135.47,5141.55,0.18,2014,4
300133,华策影视,2014-12-31,148,98,8121.84,-1119.01,203695.64,5.39,2014,4
300131,英唐智控,2014-12-31,27,25,3058.79,3014.79,87512.12,3.78,2014,4
300130,新国都,2014-12-31,14,11,641.02,465.52,15551.25,2.72,2014,4
300129,泰胜风能,2014-12-31,11,8,442.04,302.47,4150.74,0.70,2014,4
300128,锦富新材,2014-12-31,25,21,832.53,716.41,10614.73,1.90,2014,4
300127,银河磁体,2014-12-31,18,15,1070.74,874.68,12516.97,3.31,2014,4
300126,锐奇股份,2014-12-31,8,7,670.68,652.68,8142.11,2.47,2014,4
300125,易世达,2014-12-31,10,9,830.70,654.89,16032.45,9.01,2014,4
300124,汇川技术,2014-12-31,185,150,11309.43,4828.48,330122.18,7.05,2014,4
300122,智飞生物,2014-12-31,16,14,1686.95,86.92,33604.12,1.05,2014,4
300118,东方日升,2014-12-31,18,16,2646.26,2556.26,20614.33,4.18,2014,4
300115,长盈精密,2014-12-31,100,83,9228.77,2293.97,167317.59,10.25,2014,4
300113,顺网科技,2014-12-31,47,37,1706.37,-497.58,34400.33,2.56,2014,4
300110,华仁药业,2014-12-31,11,9,2039.81,1975.82,14543.88,3.10,2014,4
300104,乐视网,2014-12-31,111,95,6107.22,3255.91,198118.26,3.32,2014,4
300103,达刚路机,2014-12-31,14,10,869.54,668.21,14677.83,5.85,2014,4
300101,振芯科技,2014-12-31,44,39,4278.81,4136.68,94091.12,7.70,2014,4
300099,尤洛卡,2014-12-31,3,1,239.79,205.79,2740.74,0.46,2014,4
300098,高新兴,2014-12-31,24,13,1027.73,430.72,25374.60,1.33,2014,4
300096,易联众,2014-12-31,16,10,3188.53,-185.85,31215.70,7.42,2014,4
300095,华伍股份,2014-12-31,28,24,2306.26,1956.25,22739.76,7.41,2014,4
300093,金刚玻璃,2014-12-31,5,4,128.97,-263.08,1306.43,0.60,2014,4
300091,金通灵,2014-12-31,7,6,1209.67,957.29,35479.69,2.32,2014,4
300090,盛运环保,2014-12-31,39,33,4873.89,4420.65,66528.64,4.60,2014,4
300088,长信科技,2014-12-31,72,61,4559.03,2759.54,70528.23,4.08,2014,4
300087,荃银高科,2014-12-31,10,8,395.47,349.26,4021.98,1.24,2014,4
300086,康芝药业,2014-12-31,8,-4,539.14,-1673.59,7068.10,1.21,2014,4
300085,银之杰,2014-12-31,26,16,2164.48,-291.90,78787.24,3.44,2014,4
300084,海默科技,2014-12-31,17,15,2389.77,2326.16,64045.96,7.65,2014,4
300081,恒信移动,2014-12-31,23,22,1775.23,1761.43,44624.03,5.30,2014,4
300080,易成新能,2014-12-31,15,12,6337.66,4227.73,53996.83,12.60,2014,4
300079,数码视讯,2014-12-31,40,32,4424.99,3877.26,55091.07,3.23,2014,4
300077,国民技术,2014-12-31,44,38,2822.94,1543.85,75316.02,5.12,2014,4
300076,GQY视讯,2014-12-31,2,-1,203.41,-30.69,2648.46,0.48,2014,4
300075,数字政通,2014-12-31,49,34,3800.84,645.94,96275.27,9.87,2014,4
300074,华平股份,2014-12-31,32,27,808.72,598.68,10214.12,1.53,2014,4
300073,当升科技,2014-12-31,24,16,2274.20,470.55,40025.85,13.85,2014,4
300072,三聚环保,2014-12-31,77,55,6683.78,1458.52,161613.75,6.93,2014,4
300071,华谊嘉信,2014-12-31,61,54,5613.44,4250.72,92060.44,9.54,2014,4
300070,碧水源,2014-12-31,258,202,21739.19,8936.24,756523.90,7.18,2014,4
300066,三川智慧,2014-12-31,20,14,1873.25,696.86,28098.70,1.88,2014,4
300065,海兰信,2014-12-31,26,18,2238.69,2111.17,37923.47,10.63,2014,4
300063,天龙集团,2014-12-31,59,50,3353.62,2715.49,59526.81,15.96,2014,4
300061,康耐特,2014-12-31,10,8,991.14,846.74,11447.68,3.99,2014,4
