
code,name,type,report_date,pre_eps,range
000829,天音控股,预增,2003-10-31,0.0,0%
000558,莱茵体育,预盈,2003-10-31,0.0,0%
000809,铁岭新城,预亏,2003-10-31,0.0,0%
000825,太钢不锈,预增,2003-10-31,0.0,50%
000882,华联股份,预亏,2003-10-31,0.0,0%
000687,华讯方舟,预增,2003-10-31,0.0,0%
000022,深赤湾A,预增,2003-10-31,0.0,50%
000732,泰禾集团,预平,2003-10-31,0.0,0%
000707,双环科技,预减,2003-10-31,0.0,-50%
600658,电子城,预亏,2003-10-31,0.0,0%
600522,中天科技,预减,2003-10-31,0.0,0%
600196,复星医药,预增,2003-10-31,0.0,0%
600617,国新能源,预亏,2003-10-31,0.0,0%
600863,内蒙华电,预增,2003-10-31,0.0,0%
600776,东方通信,预亏,2003-10-31,0.0,0%
600673,东阳光科,预增,2003-10-31,0.0,0%
600805,悦达投资,预盈,2003-10-31,0.0,0%
600800,天津磁卡,预盈,2003-10-31,0.0,0%
600335,国机汽车,减亏,2003-10-31,0.0,0%
600784,鲁银投资,预增,2003-10-31,0.0,0%
600779,水井坊,预亏,2003-10-31,0.0,0%
600721,*ST百花,预增,2003-10-31,0.0,0%
600307,酒钢宏兴,预增,2003-10-31,0.0,0%
600052,浙江广厦,预减,2003-10-31,0.0,0%
600891,秋林集团,预亏,2003-10-31,0.0,0%
600239,云南城投,预减,2003-10-31,0.0,0%
600741,华域汽车,预减,2003-10-31,0.0,-50%
600503,华丽家族,预亏,2003-10-31,0.0,0%
600613,神奇制药,预亏,2003-10-31,0.0,0%
600803,新奥股份,预盈,2003-10-31,0.0,0%
600681,百川能源,预亏,2003-10-31,0.0,0%
000725,京东方A,预增,2003-10-31,0.0,100%
600593,大连圣亚,预亏,2003-10-31,0.0,0%
000672,上峰水泥,预亏,2003-10-31,0.0,0%
000509,华塑控股,预警,2003-10-31,0.0,0%
000678,襄阳轴承,预盈,2003-10-31,0.0,0%
000826,启迪桑德,预盈,2003-10-31,0.0,0%
000760,斯太尔,预警,2003-10-31,0.0,0%
600548,深高速,预增,2003-10-31,0.0,0%
600781,辅仁药业,预亏,2003-10-31,0.0,0%
600019,宝钢股份,预增,2003-10-31,0.0,50%
000980,金马股份,预盈,2003-10-30,0.0,0%
000898,鞍钢股份,预增,2003-10-30,0.0,50%
600886,国投电力,预盈,2003-10-30,0.0,0%
600732,*ST新梅,预增,2003-10-30,0.0,0%
000931,中关村,预亏,2003-10-30,0.0,0%
000524,岭南控股,预亏,2003-10-30,0.0,0%
600689,上海三毛,预亏,2003-10-30,0.0,0%
600127,金健米业,预盈,2003-10-30,0.0,0%
600760,*ST黑豹,预盈,2003-10-30,0.0,0%
600637,东方明珠,预增,2003-10-30,0.0,50%
600609,金杯汽车,预增,2003-10-30,0.0,50%
000777,中核科技,预盈,2003-10-30,0.0,0%
600695,绿庭投资,预盈,2003-10-30,0.0,0%
600622,嘉宝集团,预增,2003-10-30,0.0,0%
600615,丰华股份,预亏,2003-10-30,0.0,0%
600115,东方航空,预亏,2003-10-30,0.0,0%
600603,*ST兴业,预警,2003-10-30,0.0,0%
600876,洛阳玻璃,预亏,2003-10-30,0.0,0%
600758,红阳能源,预警,2003-10-30,0.0,0%
600168,武汉控股,预减,2003-10-30,0.0,-50%
600221,海南航空,预亏,2003-10-30,0.0,0%
000893,东凌国际,预亏,2003-10-30,0.0,0%
600146,商赢环球,预亏,2003-10-30,0.0,0%
600766,园城黄金,预盈,2003-10-30,0.0,0%
000409,山东地矿,预亏,2003-10-30,0.0,0%
000537,广宇发展,预亏,2003-10-30,0.0,0%
000953,河池化工,预亏,2003-10-30,0.0,0%
600054,黄山旅游,预亏,2003-10-30,0.0,0%
600029,南方航空,预减,2003-10-30,0.0,-50%
000005,世纪星源,预盈,2003-10-30,0.0,0%
000716,黑芝麻,预警,2003-10-30,0.0,0%
000927,一汽夏利,预升,2003-10-30,0.0,0%
000592,平潭发展,预亏,2003-10-30,0.0,0%
000040,东旭蓝天,预盈,2003-10-30,0.0,0%
600783,鲁信创投,减亏,2003-10-30,0.0,0%
000585,东北电气,预亏,2003-10-30,0.0,0
000665,湖北广电,预亏,2003-10-30,0.0,0%
600653,申华控股,预盈,2003-10-30,0.0,0%
600150,中国船舶,预增,2003-10-30,0.0,50%
600086,东方金钰,预减,2003-10-30,0.0,-50%
600883,博闻科技,预增,2003-10-30,0.0,0%
600826,兰生股份,预减,2003-10-30,0.0,-50%
600182,S佳通,预亏,2003-10-29,0.0,0%
600889,南京化纤,预增,2003-10-29,0.0,50%
600320,振华重工,预增,2003-10-29,0.0,50%
600126,杭钢股份,预增,2003-10-29,0.0,50%
600355,精伦电子,预减,2003-10-29,0.0,0%
600282,南钢股份,预增,2003-10-29,0.0,50%
600723,首商股份,预亏,2003-10-29,0.0,0%
600067,冠城大通,预增,2003-10-29,0.0,0%
600740,山西焦化,预增,2003-10-29,0.0,0%
600809,山西汾酒,预增,2003-10-29,0.0,0%
000590,启迪古汉,预亏,2003-10-29,0.0,0%
600547,山东黄金,预增,2003-10-29,0.0,0%
600112,天成控股,预盈,2003-10-29,0.0,0%
600176,中国巨石,预增,2003-10-29,0.0,0%
600156,华升股份,预亏,2003-10-29,0.0,0%
600053,九鼎投资,预亏,2003-10-29,0.0,0%
600735,新华锦,预亏,2003-10-29,0.0,0%
600496,精工钢构,预减,2003-10-29,0.0,0%
600623,华谊集团,预升,2003-10-29,0.0,0%
600338,西藏珠峰,预亏,2003-10-29,0.0,0%
000635,英力特,预增,2003-10-29,0.0,0%
000061,农产品,预减,2003-10-29,0.0,0%
000523,广州浪奇,预增,2003-10-29,0.0,50%
000418,小天鹅A,预盈,2003-10-29,0.0,0%
000981,银亿股份,预平,2003-10-29,0.0,0%
000407,胜利股份,预增,2003-10-29,0.0,50%
000595,宝塔实业,预盈,2003-10-29,0.0,0%
000679,大连友谊,预亏,2003-10-29,0.0,0%
000056,皇庭国际,预盈,2003-10-29,0.0,0%
000695,滨海能源,预亏,2003-10-29,0.0,0%
000554,泰山石油,预减,2003-10-29,0.0,-50%
000593,大通燃气,预盈,2003-10-29,0.0,0%
600213,亚星客车,预降,2003-10-28,0.0,0
600821,津劝业,预盈,2003-10-28,0.0,0%
600369,西南证券,预亏,2003-10-28,0.0,0%
000502,绿景控股,预警,2003-10-28,0.0,0%
000673,当代东方,预减,2003-10-28,0.0,0%
000835,长城动漫,预警,2003-10-28,0.0,0%
000929,兰州黄河,预亏,2003-10-28,0.0,0%
000536,华映科技,预亏,2003-10-28,0.0,0%
000776,广发证券,预盈,2003-10-28,0.0,0%
000543,皖能电力,预增,2003-10-28,0.0,50%
000861,海印股份,预盈,2003-10-28,0.0,0%
000638,万方发展,预警,2003-10-28,0.0,0%
000625,长安汽车,预增,2003-10-28,0.0,50%
000718,苏宁环球,预亏,2003-10-28,0.0,0%
001696,宗申动力,预增,2003-10-28,0.0,100%
000616,海航投资,预增,2003-10-28,0.0,0%
000816,智慧农业,预盈,2003-10-28,0.0,0%
000762,西藏矿业,预盈,2003-10-28,0.0,0%
000587,金洲慈航,预亏,2003-10-28,0.0,0%
000982,中银绒业,预亏,2003-10-28,0.0,0%
000613,大东海A,预亏,2003-10-28,0.0,0%
600136,当代明诚,预盈,2003-10-28,0.0,0%
600523,贵航股份,预增,2003-10-28,0.0,50%
600858,银座股份,预增,2003-10-28,0.0,50%
600166,福田汽车,预增,2003-10-28,0.0,50%
600313,农发种业,预亏,2003-10-28,0.0,0%
000806,银河生物,预增,2003-10-28,0.0,0%
600748,上实发展,预增,2003-10-28,0.0,0%
600629,华建集团,预亏,2003-10-28,0.0,0%
600237,铜峰电子,预增,2003-10-28,0.0,0%
600667,太极实业,预盈,2003-10-28,0.0,0%
600802,福建水泥,预增,2003-10-28,0.0,0%
600691,阳煤化工,减亏,2003-10-28,0.0,0%
600378,天科股份,预增,2003-10-28,0.0,0%
000016,深康佳A,预增,2003-10-28,0.0,50%
600862,中航高科,预亏,2003-10-28,0.0,0%
600107,美尔雅,预盈,2003-10-28,0.0,0%
600715,文投控股,预警,2003-10-27,0.0,0%
000960,锡业股份,预增,2003-10-27,0.0,50%
000797,中国武夷,预警,2003-10-27,0.0,0%
000150,宜华健康,预增,2003-10-27,0.0,50%
000661,长春高新,预亏,2003-10-27,0.0,0%
000600,建投能源,预盈,2003-10-27,0.0,0%
000949,新乡化纤,预增,2003-10-27,0.0,50%
000576,广东甘化,预增,2003-10-27,0.0,0%
000567,海德股份,预减,2003-10-27,0.0,0%
000788,北大医药,预警,2003-10-27,0.0,0%
000813,德展健康,预亏,2003-10-27,0.0,0%
000713,丰乐种业,预增,2003-10-27,0.0,0%
600077,宋都股份,预盈,2003-10-27,0.0,0%
600780,通宝能源,预增,2003-10-27,0.0,0%
600031,三一重工,预增,2003-10-27,0.0,50%
600759,洲际油气,预盈,2003-10-27,0.0,0%
600644,乐山电力,预增,2003-10-27,0.0,0%
600159,大龙地产,预亏,2003-10-27,0.0,0%
000633,*ST合金,预增,2003-10-27,0.0,50%
000918,嘉凯城,预增,2003-10-27,0.0,50%
000833,贵糖股份,预亏,2003-10-27,0.0,0%
600475,华光股份,预增,2003-10-27,0.0,0%
600817,*ST宏盛,预增,2003-10-27,0.0,50%
600271,航天信息,预增,2003-10-27,0.0,120%
600892,大晟文化,预亏,2003-10-27,0.0,0%
600303,曙光股份,预增,2003-10-27,0.0,0%
600616,金枫酒业,预增,2003-10-25,0.0,0%
000596,古井贡酒,预减,2003-10-25,0.0,-50%
600844,丹化科技,预亏,2003-10-25,0.0,0%
600190,锦州港,预盈,2003-10-25,0.0,0%
000570,苏常柴A,预盈,2003-10-25,0.0,0%
000017,深中华A,预警,2003-10-25,0.0,0%
000802,北京文化,预亏,2003-10-25,0.0,0%
000670,*ST盈方,预盈,2003-10-25,0.0,0%
000619,海螺型材,预减,2003-10-25,0.0,-50%
000582,北部湾港,预亏,2003-10-25,0.0,0%
000404,华意压缩,预亏,2003-10-25,0.0,0%
000979,中弘股份,预盈,2003-10-25,0.0,0%
000006,深振业A,预亏,2003-10-25,0.0,0%
000823,超声电子,预亏,2003-10-25,0.0,0%
600468,百利电气,预增,2003-10-25,0.0,0%
600877,中国嘉陵,预盈,2003-10-25,0.0,0%
600893,中航动力,预盈,2003-10-25,0.0,0%
000801,四川九洲,预盈,2003-10-25,0.0,0%
600641,万业企业,预减,2003-10-25,0.0,-50%
600448,华纺股份,预亏,2003-10-25,0.0,0%
600137,浪莎股份,预亏,2003-10-25,0.0,0%
600169,太原重工,预亏,2003-10-25,0.0,0%
600612,老凤祥,预亏,2003-10-25,0.0,0%
600850,华东电脑,预警,2003-10-25,0.0,0%
600818,中路股份,预减,2003-10-25,0.0,0%
600240,华业资本,预亏,2003-10-25,0.0,0%
600267,海正药业,预增,2003-10-25,0.0,100%
600333,长春燃气,预增,2003-10-25,0.0,0%
600209,罗顿发展,预减,2003-10-25,0.0,-50%
600116,三峡水利,预亏,2003-10-25,0.0,0%
600652,游久游戏,预增,2003-10-25,0.0,0%
600078,澄星股份,预增,2003-10-25,0.0,50%
600490,鹏欣资源,预减,2003-10-25,0.0,-50%
600246,万通地产,预警,2003-10-25,0.0,0%
600774,汉商集团,预亏,2003-10-25,0.0,0%
600716,凤凰股份,预减,2003-10-25,0.0,-50%
000728,国元证券,预增,2003-10-24,0.0,0%
600727,鲁北化工,预减,2003-10-24,0.0,0%
600138,中青旅,预减,2003-10-24,0.0,-50%
600390,*ST金瑞,预减,2003-10-24,0.0,-50%
600742,一汽富维,预减,2003-10-24,0.0,0%
000717,*ST韶钢,预增,2003-10-24,0.0,0%
000055,方大集团,预盈,2003-10-24,0.0,0%
000627,天茂集团,预亏,2003-10-24,0.0,0%
000011,深物业A,预增,2003-10-24,0.0,50%
000928,中钢国际,预增,2003-10-24,0.0,0%
000501,鄂武商A,预警,2003-10-24,0.0,0%
000795,英洛华,预盈,2003-10-24,0.0,0%
000550,江铃汽车,预增,2003-10-24,0.0,50%
000972,中基健康,预增,2003-10-24,0.0,50%
000555,神州信息,预亏,2003-10-24,0.0,0%
600505,西昌电力,预增,2003-10-24,0.0,0%
600179,安通控股,预增,2003-10-24,0.0,200%
600359,新农开发,预增,2003-10-24,0.0,0%
600418,江淮汽车,预增,2003-10-24,0.0,50%
600722,金牛化工,预增,2003-10-24,0.0,50%
600208,新湖中宝,预减,2003-10-24,0.0,0%
600165,新日恒力,预亏,2003-10-24,0.0,0%
600498,烽火通信,预减,2003-10-24,0.0,0%
600671,天目药业,预亏,2003-10-24,0.0,0%
600399,抚顺特钢,预减,2003-10-24,0.0,-50%
600873,梅花生物,预亏,2003-10-24,0.0,0%
600847,万里股份,预亏,2003-10-24,0.0,0%
000902,新洋丰,预亏,2003-10-24,0.0,0%
600385,山东金泰,预亏,2003-10-24,0.0,0%
000008,神州高铁,预盈,2003-10-23,0.0,0%
000719,大地传媒,预减,2003-10-23,0.0,0%
000566,海南海药,预盈,2003-10-23,0.0,0%
000935,四川双马,预减,2003-10-23,0.0,-50%
000610,西安旅游,预减,2003-10-23,0.0,0%
600712,南宁百货,预减,2003-10-23,0.0,-50%
000552,靖远煤电,预亏,2003-10-23,0.0,0%
600647,同达创业,预亏,2003-10-23,0.0,0%
000586,汇源通信,预升,2003-10-23,0.0,0%
000411,英特集团,预盈,2003-10-23,0.0,0%
000026,飞亚达A,预盈,2003-10-23,0.0,0%
000544,中原环保,预盈,2003-10-23,0.0,0%
000783,长江证券,预盈,2003-10-23,0.0,0%
000533,万家乐,预盈,2003-10-23,0.0,0%
000682,东方电子,预盈,2003-10-23,0.0,0%
000021,深科技,预增,2003-10-23,0.0,50%
000767,漳泽电力,预增,2003-10-23,0.0,0%
600309,万华化学,预增,2003-10-23,0.0,50%
600605,汇通能源,预增,2003-10-23,0.0,0%
600581,*ST八钢,预增,2003-10-23,0.0,0%
000612,焦作万方,预增,2003-10-22,0.0,0%
000978,桂林旅游,预减,2003-10-22,0.0,-50%
000564,西安民生,预增,2003-10-22,0.0,50%
000528,柳工,预增,2003-10-22,0.0,50%
000698,沈阳化工,预盈,2003-10-22,0.0,0%
000948,南天信息,预降,2003-10-22,0.0,0%
000836,鑫茂科技,预亏,2003-10-22,0.0,0%
000410,沈阳机床,预增,2003-10-22,0.0,0%
000420,吉林化纤,预增,2003-10-22,0.0,0%
000545,金浦钛业,预增,2003-10-22,0.0,50%
600894,广日股份,预增,2003-10-22,0.0,0%
600362,江西铜业,预增,2003-10-22,0.0,50%
600769,祥龙电业,预盈,2003-10-22,0.0,0%
600083,博信股份,预降,2003-10-22,0.0,0%
600026,中远海能,预增,2003-10-22,0.0,50%
600207,安彩高科,预增,2003-10-22,0.0,50%
600823,世茂股份,预增,2003-10-22,0.0,0%
600837,海通证券,预增,2003-10-22,0.0,50%
600569,安阳钢铁,预增,2003-10-22,0.0,0%
600163,中闽能源,预减,2003-10-22,0.0,-50%
000926,福星股份,预增,2003-10-21,0.0,50%
000828,东莞控股,预增,2003-10-21,0.0,50%
000820,神雾节能,预减,2003-10-21,0.0,0%
000710,天兴仪表,预盈,2003-10-21,0.0,0%
000488,晨鸣纸业,预增,2003-10-21,0.0,50%
000572,海马汽车,预盈,2003-10-21,0.0,0%
000726,鲁泰A,预增,2003-10-21,0.0,50%
000560,昆百大A,预盈,2003-10-21,0.0,0%
000677,恒天海龙,预增,2003-10-21,0.0,0%
000800,一汽轿车,预增,2003-10-21,0.0,50%
000050,深天马A,预盈,2003-10-21,0.0,0%
600808,马钢股份,预增,2003-10-21,0.0,50%
600792,云煤能源,预增,2003-10-21,0.0,0%
600133,东湖高新,预减,2003-10-21,0.0,-50%
600665,天地源,预增,2003-10-21,0.0,0%
600573,惠泉啤酒,预降,2003-10-20,0.0,0%
000766,通化金马,预亏,2003-10-18,0.0,0%
600069,银鸽投资,预增,2003-10-18,0.0,0%
600422,昆药集团,预增,2003-10-18,0.0,50%
600206,有研新材,预盈,2003-10-18,0.0,0%
600123,兰花科创,预增,2003-10-18,0.0,100%
000662,天夏智慧,预增,2003-10-17,0.0,0%
000668,荣丰控股,预增,2003-10-17,0.0,50%
600585,海螺水泥,预增,2003-08-13,0.0,0%
600660,福耀玻璃,预增,2003-10-16,0.0,50%
600710,*ST常林,预增,2003-10-14,0.0,0%
600231,凌钢股份,预增,2003-10-14,0.0,0%
000833,贵糖股份,预亏,2003-10-14,0.0,0%
600822,上海物贸,预降,2003-10-14,0.0,0%
000888,峨眉山A,预降,2003-10-11,0.0,0%
600386,北巴传媒,预降,2003-10-11,0.0,0%
600548,深高速,预增,2003-08-18,0.0,0%
000995,*ST皇台,预亏,2003-08-12,0.0,0%
600835,上海机电,预增,2003-08-12,0.0,0%
000613,大东海A,0,2003-05-13,0.0,0%
600812,华北制药,预增,2003-04-22,0.0,0%
000982,中银绒业,预盈,2003-04-17,0.0,0%
600715,文投控股,预亏,2004-04-28,0,0%
000885,同力水泥,预亏,2004-04-28,0,0%
600053,九鼎投资,预亏,2004-04-27,0,0%
600767,运盛医疗,预亏,2004-04-27,0,0%
600257,大湖股份,预增,2004-04-26,0,50%
600039,四川路桥,预亏,2004-04-24,0,0%
600283,钱江水利,预亏,2004-04-24,0,0%
600540,新赛股份,预增,2004-04-24,0,50%
600586,金晶科技,预增,2004-04-24,0,100%
600615,丰华股份,预亏,2004-04-23,0,0%
000025,特力A,预亏,2004-04-23,0,0%
600089,特变电工,预增,2004-04-23,0,50%
600217,中再资环,预增,2004-04-23,0,50%
000637,茂化实华,预增,2004-04-23,0,70%
600703,三安光电,预增,2004-04-23,0,200%
000797,中国武夷,预亏,2004-04-22,0,0%
000552,靖远煤电,预亏,2004-04-22,0,0%
000592,平潭发展,预亏,2004-04-22,0,0%
600328,兰太实业,预增,2004-04-22,0,50%
600755,厦门国贸,预增,2004-04-22,0,50%
600058,五矿发展,预增,2004-04-22,0,300%
600307,酒钢宏兴,预增,2004-04-22,0,50%
600009,上海机场,预增,2004-04-22,0,50%
600792,云煤能源,预增,2004-04-21,0,100%
600739,辽宁成大,预增,2004-04-21,0,50%
600067,冠城大通,预增,2004-04-21,0,100%
600716,凤凰股份,预盈,2004-04-21,0,0%
000042,中洲控股,预亏,2004-04-21,0,0%
000988,华工科技,预增,2004-04-21,0,50%
000566,海南海药,预盈,2004-04-20,0,0%
600688,上海石化,预增,2004-04-20,0,100%
000039,中集集团,预增,2004-04-20,0,50%
000100,TCL集团,预增,2004-04-20,0,60%
000630,铜陵有色,预增,2004-04-20,0,50%
600082,海泰发展,预增,2004-04-20,0,100%
000856,*ST冀装,预亏,2004-04-20,0,0%
600408,安泰集团,预增,2004-04-19,0,100%
600429,三元股份,预亏,2004-04-19,0,0%
600647,同达创业,预亏,2004-04-19,0,0%
600677,航天通信,预减,2004-04-17,0,-50%
000007,全新好,预亏,2004-04-17,0,0%
600681,百川能源,预亏,2004-04-17,0,0%
600038,中直股份,预亏,2004-04-17,0,-50%
600360,华微电子,预增,2004-04-17,0,50%
600802,福建水泥,预增,2004-04-17,0,100%
600071,凤凰光学,预增,2004-04-17,0,100%
600754,锦江股份,预增,2004-04-17,0,50%
600161,天坛生物,预增,2004-04-16,0,50%
000616,海航投资,预增,2004-04-16,0,0%
600841,上柴股份,预增,2004-04-16,0,50%
600415,小商品城,预增,2004-04-16,0,50%
600891,秋林集团,预亏,2004-04-15,0,0%
600872,中炬高新,预增,2004-04-15,0,50%
600533,栖霞建设,预增,2004-04-15,0,100%
600010,包钢股份,预增,2004-04-15,0,50%
600026,中远海能,预增,2004-04-14,0,100%
600896,览海投资,预增,2004-04-14,0,200%
000757,浩物股份,预增,2004-04-14,0,100%
600837,海通证券,预增,2004-04-14,0,300%
000060,中金岭南,预增,2004-04-14,0,0%
000012,南玻A,预增,2004-04-14,0,0%
600310,桂东电力,预亏,2004-04-14,0,0%
000034,神州数码,预亏,2004-04-14,0,0%
001896,豫能控股,预减,2004-04-14,0,0%
000031,中粮地产,预增,2004-04-14,0,100%
000099,中信海直,预增,2004-04-14,0,0%
000801,四川九洲,预盈,2004-04-13,0,0%
600663,陆家嘴,预增,2004-04-13,0,50%
600863,内蒙华电,预增,2004-04-13,0,50%
600201,生物股份,预增,2004-04-13,0,50%
600281,太化股份,预增,2004-04-13,0,50%
600309,万华化学,预增,2004-04-13,0,50%
600801,华新水泥,预增,2004-04-13,0,50%
600477,杭萧钢构,预增,2004-04-13,0,50%
600797,浙大网新,预增,2004-04-13,0,50%
600500,中化国际,预增,2004-04-13,0,50%
000806,银河生物,预增,2004-04-13,0,50%
600237,铜峰电子,预增,2004-04-13,0,50%
600894,广日股份,预增,2004-04-13,0,100%
600282,南钢股份,预增,2004-04-12,0,100%
600596,新安股份,预增,2004-04-12,0,100%
600172,黄河旋风,预增,2004-04-12,0,50%
600643,爱建集团,预盈,2004-04-10,0,0%
600634,中技控股,预亏,2004-04-10,0,0%
000617,石油济柴,预增,2004-04-10,0,150%
000677,恒天海龙,预增,2004-04-10,0,100%
600552,凯盛科技,预增,2004-04-10,0,50%
600549,厦门钨业,预增,2004-04-09,0,150%
600355,精伦电子,预减,2004-04-09,0,-50%
600780,通宝能源,预增,2004-04-09,0,50%
600162,香江控股,预增,2004-04-09,0,100%
600363,联创光电,预增,2004-04-09,0,50%
600556,ST慧球,预增,2004-04-09,0,50%
000932,华菱钢铁,预增,2004-04-09,0,50%
600269,赣粤高速,预增,2004-04-09,0,0%
000968,*ST煤气,预增,2004-04-09,0,50%
000586,汇源通信,预增,2004-04-09,0,100%
600137,浪莎股份,预亏,2004-04-08,0,0%
000719,大地传媒,预增,2004-04-08,0,50%
000022,深赤湾A,预增,2004-04-08,0,50%
000963,华东医药,预增,2004-04-08,0,50%
000157,中联重科,预增,2004-04-08,0,200%
600428,中远海特,预增,2004-04-07,0,0%
600236,桂冠电力,预减,2004-04-07,0,-50%
600186,莲花健康,预亏,2004-04-07,0,0%
001696,宗申动力,预增,2004-04-07,0,100%
600796,钱江生化,预增,2004-04-07,0,50%
600581,*ST八钢,预增,2004-04-07,0,100%
600195,中牧股份,预增,2004-04-07,0,50%
600616,金枫酒业,预增,2004-04-07,0,50%
000498,山东路桥,预增,2004-04-06,0,0%
600856,中天能源,预亏,2004-04-06,0,0%
600220,江苏阳光,预增,2004-04-06,0,50%
600399,抚顺特钢,预增,2004-04-06,0,50%
600196,复星医药,预增,2004-04-06,0,50%
600096,云天化,预增,2004-04-06,0,50%
000623,吉林敖东,预增,2004-04-06,0,100%
600458,时代新材,预增,2004-04-06,0,0%
000518,四环生物,预增,2004-04-06,0,90%
600267,海正药业,预增,2004-04-05,0,50%
600573,惠泉啤酒,预亏,2004-04-05,0,0%
600521,华海药业,预增,2004-04-03,0,50%
600160,巨化股份,预增,2004-04-02,0,50%
000002,万科A,预增,2004-04-02,0,150%
600761,安徽合力,预增,2004-04-01,0,50%
600339,*ST天利,预增,2004-04-01,0,150%
600104,上汽集团,预增,2004-04-01,0,50%
000988,华工科技,0,2004-03-31,0,0%~50%
600369,西南证券,预亏,2004-03-30,0,0%
000659,珠海中富,预升,2004-03-27,0,0
000655,金岭矿业,预警,2004-03-20,0,0
600126,杭钢股份,预增,2004-03-16,0,50%
600331,宏达股份,预警,2004-03-16,0,0
000022,深赤湾A,预增,2004-08-20,0.0,50%
600301,*ST南化,预增,2004-08-19,0.0,50%
000156,华数传媒,预减,2004-07-15,0.0,-50%
000030,富奥股份,预亏,2004-08-14,0.0,0%
600869,智慧能源,预盈,2004-07-15,0.0,0%
600503,华丽家族,预亏,2004-08-10,0.0,0%
000050,深天马A,预增,2004-08-10,0.0,100%
600613,神奇制药,预盈,2004-08-07,0.0,0%
000503,海虹控股,预升,2004-08-05,0.0,0%
000948,南天信息,预降,2004-08-05,0.0,0%
000716,黑芝麻,预盈,2004-08-05,0.0,0%
600873,梅花生物,预盈,2004-08-05,0.0,0%
600862,中航高科,预盈,2004-08-05,0.0,0%
600615,丰华股份,预盈,2004-08-05,0.0,0%
000561,烽火电子,预盈,2004-08-03,0.0,0%
000613,大东海A,预亏,2004-07-31,0.0,0%
000100,TCL集团,预升,2004-07-28,0.0,31%
600031,三一重工,预升,2004-07-28,0.0,36%
002024,苏宁云商,预增,2004-07-28,0.0,140%
000950,*ST建峰,预亏,2004-07-16,0.0,0%
000788,北大医药,预盈,2004-07-24,0.0,0%
000906,物产中拓,预降,2004-07-22,0.0,0%
600695,绿庭投资,预亏,2004-07-22,0.0,0%
000776,广发证券,预盈,2004-07-22,0.0,0%
600303,曙光股份,预增,2004-07-22,0.0,50%
600744,华银电力,预盈,2004-07-20,0.0,0%
000951,中国重汽,预盈,2004-07-17,0.0,0%
000767,漳泽电力,预升,2004-07-17,0.0,0%
600800,天津磁卡,预减,2004-07-17,0.0,-50%
600756,浪潮软件,预增,2004-07-17,0.0,50%
000960,锡业股份,预增,2004-07-16,0.0,650%
000633,*ST合金,预亏,2004-07-16,0.0,0%
600894,广日股份,预增,2004-07-16,0.0,100%
600738,兰州民百,预盈,2004-07-16,0.0,0%
600687,刚泰控股,预增,2004-07-16,0.0,50%
600561,江西长运,预增,2004-07-16,0.0,50%
600312,平高电气,预增,2004-07-16,0.0,200%
600083,博信股份,预亏,2004-07-16,0.0,0%
002008,大族激光,预增,2004-07-15,0.0,0%
000878,云南铜业,预增,2004-07-15,0.0,0%
000835,长城动漫,预减,2004-07-15,0.0,-50%
000818,方大化工,预盈,2004-07-15,0.0,0%
000795,英洛华,预增,2004-07-15,0.0,0%
000779,三毛派神,预增,2004-07-15,0.0,200%
000707,双环科技,预减,2004-07-15,0.0,-50%
000681,视觉中国,预亏,2004-07-15,0.0,0%
000672,上峰水泥,预盈,2004-07-15,0.0,0%
000606,*ST易桥,预亏,2004-07-15,0.0,0%
000537,广宇发展,预盈,2004-07-15,0.0,0%
000096,广聚能源,预增,2004-07-15,0.0,0%
000063,中兴通讯,预增,2004-07-15,0.0,0%~50%
000039,中集集团,预增,2004-07-15,0.0,0%
600864,哈投股份,预增,2004-07-15,0.0,100%
600829,人民同泰,预亏,2004-07-15,0.0,0%
600823,世茂股份,预增,2004-07-15,0.0,800%
600809,山西汾酒,预增,2004-07-15,0.0,50%
600781,辅仁药业,预亏,2004-07-15,0.0,0%
600721,*ST百花,预减,2004-07-15,0.0,-50%
600695,绿庭投资,预亏,2004-07-15,0.0,0%
600650,锦江投资,预增,2004-07-15,0.0,50%
600645,中源协和,预亏,2004-07-15,0.0,0%
600593,大连圣亚,预增,2004-07-15,0.0,50%
600586,金晶科技,预增,2004-07-15,0.0,50%
600583,海油工程,预增,2004-07-15,0.0,100%
600576,万家文化,预减,2004-07-15,0.0,-50%
600458,时代新材,预平,2004-07-15,0.0,0%
600418,江淮汽车,预增,2004-07-15,0.0,50%
600332,白云山,预减,2004-07-15,0.0,-50%~0%
600313,农发种业,预盈,2004-07-15,0.0,0%
600275,武昌鱼,预亏,2004-07-15,0.0,0%
600259,广晟有色,预亏,2004-07-15,0.0,0%
600221,海南航空,预盈,2004-07-15,0.0,0%
600206,有研新材,预亏,2004-07-15,0.0,0%
600202,哈空调,预升,2004-07-15,0.0,0%
600175,美都能源,预亏,2004-07-15,0.0,0%
600162,香江控股,预增,2004-07-15,0.0,50%
600161,天坛生物,预增,2004-07-15,0.0,0%
600110,诺德股份,预增,2004-07-15,0.0,50%
600090,同济堂,预亏,2004-07-15,0.0,0%
600088,中视传媒,预盈,2004-07-15,0.0,0%
600086,东方金钰,预亏,2004-07-15,0.0,0%
600039,四川路桥,预减,2004-07-15,0.0,-50%
600028,中国石化,预增,2004-07-15,0.0,50%
600010,包钢股份,预增,2004-07-15,0.0,50%
000632,三木集团,预增,2004-07-14,0.0,50%
000930,中粮生化,预增,2004-07-14,0.0,50%
