code,name,concept
600486,扬农化工,['QFII重仓' '出口退税' '沿海发展' '业绩预升' '草甘膦']
600487,亨通光电,['4G概念' '参股金融' '创投概念' '宽带提速' '业绩预降' '金融参股' '三网融合']
600488,天药股份,['重组概念' '参股金融']
600489,中金黄金,['黄金概念' '融资融券' '央企50' '保险重仓']
600490,鹏欣资源,['融资融券' '上海本地']
600491,龙元建设,['融资融券' '金融改革' '业绩预降']
600493,凤竹纺织,['准ST股' '海峡西岸']
600495,晋西车轴,['融资融券' '军工航天' '铁路基建']
600496,精工钢构,['股权激励' '皖江区域']
600497,驰宏锌锗,['融资融券' '资产注入' '稀缺资源']
600498,烽火通信,"['4G概念' '融资融券' 'QFII重仓' '股权激励' '武汉规划' 'IPV6概念' '宽带提速' '保险重仓' '金融参股' '三网融合'
 '铁路基建']"
600499,科达洁能,['信托重仓' '股权激励' '锂电池' '空气治理' '低碳经济']
600500,中化国际,['油气改革' '股期概念' '整体上市' '金融参股']
600501,航天晨光,['军工航天' '卫星导航']
600502,安徽水利,['融资融券' '水利建设']
600503,华丽家族,['融资融券' '参股金融' '石墨烯']
600505,西昌电力,['涉矿概念' '参股金融' '成渝特区' '风能' '金融参股']
600506,香梨股份,['土地流转']
600507,方大特钢,['股权激励' '参股金融' '资产注入' '整体上市' '金融参股']
600508,上海能源,['央企50' '整体上市' '上海本地' '业绩预降']
600509,天富能源,['太阳能' '页岩气' '丝绸之路' '石墨烯' '低碳经济']
600510,黑牡丹,['土地流转' '参股金融' '保障房' '业绩预降' '金融参股']
600511,国药股份,['重组概念' '保险重仓']
600513,联环药业,['生物疫苗' '超级细菌' '抗流感' '甲型流感']
600515,海航基础,['三沙概念' '融资融券' '土地流转' '重组概念' '海上丝路']
600516,方大炭素,['融资融券' '碳纤维' '陕甘宁' '石墨烯' '核电核能']
600517,置信电气,['QFII重仓' '节能环保' '上海本地']
600518,康美药业,['融资融券' '超级细菌' '基金重仓' '民营医院' '金融参股']
600519,贵州茅台,['融资融券' 'QFII重仓' '基金重仓' '保险重仓' '奢侈品']
600520,*ST中发,['皖江区域' 'ST板块']
600521,华海药业,['股权激励' '基金重仓' '社保重仓' '新三板']
600522,中天科技,['4G概念' '超导概念' '沿海发展' '海工装备' '锂电池' '券商重仓' '宽带提速' '云计算' '三网融合']
600523,贵航股份,['军工航天' '整体上市']
600525,长园集团,['信托重仓' '汽车电子' '深圳本地' '物联网' '充电桩' '智能电网' '铁路基建' '分拆上市']
600526,菲达环保,['节能环保' '业绩预升' '污水处理' '空气治理']
600527,江南高纤,['金融改革' '婴童概念']
600528,中铁二局,['融资融券' '央企50' '成渝特区' '资产注入' '铁路基建']
600529,山东药玻,['黄河三角']
600530,交大昂立,['生物疫苗' '高校背景' '参股金融' '上海本地' '金融参股']
600531,豫光金铅,['黄金概念' '固废处理' '出口退税' '循环经济']
600533,栖霞建设,['赛马概念' '金融改革' '沿海发展' '参股金融' '保障房' '新三板']
600535,天士力,['融资融券' '基金重仓' '金融改革' '社保重仓' '抗癌' '保险重仓']
600536,中国软件,['国产软件' '云计算']
600537,亿晶光电,['太阳能' '参股金融']
600538,国发股份,['新能源' '生物质能']
600539,ST狮头,['ST板块']
600540,新赛股份,['风能概念' '准ST股' '风能']
600543,莫高股份,['融资融券' '陕甘宁']
600545,新疆城建,['融资融券' '固废处理' '循环经济' '丝绸之路' '污水处理']
600546,*ST山煤,['融资融券' '社保重仓' '保险重仓' 'ST板块' '民营银行']
600547,山东黄金,['黄金概念' '融资融券' '基金重仓' '社保重仓' '资产注入' '超大盘' '保险重仓']
600548,深高速,['深圳本地' '含H股']
600549,厦门钨业,['融资融券' '出口退税' '锂电池' '稀土永磁' '石墨烯' '海峡西岸' '稀缺资源']
600550,保变电气,['太阳能' 'QFII重仓' '风能概念' '新能源' '央企50' '多晶硅' '风能' '低碳经济' '核电核能']
600551,时代出版,['文化振兴' '参股金融' '新三板' '皖江区域']
600552,凯盛科技,['QFII重仓' '重组概念' '触摸屏']
600555,海航创新,['赛马概念' '土地流转' '含B股' '上海本地']
600557,康缘药业,['融资融券' '基金重仓' '沿海发展' '抗流感' '甲型流感']
600558,大西洋,['参股金融' '成渝特区' '核电核能']
600559,老白干酒,['融资融券' '社保重仓']
600560,金自天正,['机器人概念' '智能机器' '智能电网']
600562,国睿科技,['军工航天' '铁路基建']
600563,法拉电子,['触摸屏' '海峡西岸']
600565,迪马股份,['安防服务' '军工航天' '成渝特区']
600566,济川药业,['农村金融' '节能环保']
600567,山鹰纸业,['业绩预升' '皖江区域']
600568,中珠医疗,['融资融券' '抗癌']
600569,安阳钢铁,['低碳经济']
600570,恒生电子,['前海概念' '互联金融' '电商概念' '股权激励' '基金重仓' '阿里概念' '参股金融']
600571,信雅达,['节能环保' '股权激励' '参股金融' '电子支付' '新三板' '金融参股']
600572,康恩贝,['生物疫苗' '金融改革' '抗癌' '甲型流感' '资产注入' '业绩预升' '分拆上市']
600575,皖江物流,['涉矿概念' '重组概念' '社保重仓' '皖江区域']
600576,万家文化,['涉矿概念']
600577,精达股份,['信托重仓' '重组概念' '资产注入' '新三板' '保险重仓' '物联网' '皖江区域']
600578,京能电力,['风能概念' '新能源' '业绩预升' '风能' '低碳经济']
600579,天华院,['出口退税']
600580,卧龙电气,['新能源' '参股金融' '锂电池' '业绩预升' '券商重仓' '节能' '金融参股' '铁路基建']
600581,*ST八钢,['ST板块']
600582,天地科技,['融资融券' '股权激励' '社保重仓' '资产注入' '新三板']
600583,海油工程,['融资融券' '风能概念' '社保重仓' '油气改革' '央企50' '海工装备' '业绩预升' '券商重仓' '风能']
600584,长电科技,['智能穿戴' '触摸屏' '电子支付' '绿色照明']
600585,海螺水泥,['融资融券' 'QFII重仓' '信托重仓' '出口退税' '基金重仓' '资产注入' '保障房' '含H股' '皖江区域' '低碳经济']
600586,金晶科技,['太阳能' '农村金融' '节能环保' '信托重仓' '资产注入' '建筑节能' '黄河三角' '低碳经济']
600587,新华医疗,['信托重仓' '黄河三角']
600588,用友网络,['融资融券' 'QFII重仓' '股权激励' '国产软件' '新三板' '保险重仓' '云计算']
600589,广东榕泰,['太阳能' '保险重仓' '云计算']
600590,泰豪科技,['新能源' '军工航天' '节能' '云计算' '智能电网' '建筑节能' '低碳经济']
600592,龙溪股份,['机器人概念' '参股金融' '军工航天' '业绩预降' '金融参股' '海峡西岸' '铁路基建']
600593,大连圣亚,['农村金融' '参股金融' '金融参股' '振兴沈阳']
600594,益佰制药,['生物疫苗' 'QFII重仓' '股权激励' '基金重仓' '民营医院' 'O2O模式' '抗癌']
600595,中孚实业,['农村金融' '超导概念' '参股金融' '云计算' '外资背景']
600596,新安股份,['QFII重仓' '涉矿概念' '金融改革' '业绩预升' '创投概念' '草甘膦' '金融参股' '分拆上市']
600597,光明乳业,['股权激励' '社保重仓' '国企改革' '上海本地' '本月解禁']
600598,北大荒,['融资融券' 'QFII重仓' '土地流转' '参股金融' '生物燃料' '生物质能']
600599,熊猫金控,['出口退税' '参股金融' '长株潭']
600600,青岛啤酒,['融资融券' '社保重仓' '含H股' '保险重仓']
600601,方正科技,['高校背景' '上海本地' '云计算']
600602,云赛智联,['食品安全' '军工航天' '含B股' '上海本地' '物联网' '云计算']
600603,*ST兴业,['涉矿概念' '重组概念' '上海本地' 'ST板块']
600604,市北高新,['重组概念' '新三板' '含B股' '上海本地' '金融参股']
600605,汇通能源,['风能概念' '新能源' '上海本地' '风能']
600606,绿地控股,['融资融券' '金融改革' '参股金融' '国企改革' '上海本地' '金融参股']
600608,上海科技,['摘帽概念' '绿色照明' '上海本地']
600609,金杯汽车,['融资融券']
600610,中毅达,['未股改' '装饰园林' '国企改革' '含B股' '上海本地']
600611,大众交通,['上海自贸' '金融改革' '参股金融' '资产注入' '迪士尼' '券商重仓' '整体上市' '含B股' '上海本地' '特斯拉' '金融参股']
600612,老凤祥,['黄金概念' '参股金融' '含B股' '上海本地' '本月解禁' '奢侈品']
600613,神奇制药,['含B股' '上海本地']
600614,鼎立股份,['融资融券' '涉矿概念' '重组概念' '金融改革' '军工航天' '资产注入' '稀土永磁' '含B股' '上海本地']
600615,丰华股份,['上海本地']
600616,金枫酒业,['融资融券' '国企改革' '上海本地']
600617,国新能源,['含B股' '上海本地']
600618,氯碱化工,['出口退税' '聚氨酯' '国企改革' '含B股' '上海本地' '业绩预降']
600619,海立股份,['国企改革' '地热能' '含B股' '上海本地']
600620,天宸股份,['上海本地' '养老概念']
600621,华鑫股份,['参股金融' '国企改革' '上海本地' '金融参股']
600622,嘉宝集团,['上海本地' '金融参股' '核电核能']
600623,华谊集团,['出口退税' '参股金融' '国企改革' '含B股' '上海本地' '金融参股']
600624,复旦复华,['高校背景' '创投概念' '新三板' '上海本地']
600626,申达股份,['土地流转' '上海本地']
600628,新世界,['上海自贸' '国企改革' '迪士尼' '上海本地']
600630,龙头股份,['上海自贸' '国企改革' '创投概念' '迪士尼' '上海本地' '空气治理']
600633,浙报传媒,['文化振兴' '网络游戏' '阿里概念' '业绩预升' '创投概念' '新三板' '上海本地']
600634,中技控股,['重组概念' '军工航天' '上海本地']
600635,大众公用,['参股金融' '创投概念' '含H股' '上海本地' '金融参股' '分拆上市']
600636,三爱富,['融资融券' '出口退税' '重组概念' '国企改革' '燃料电池' '上海本地' '业绩预降' '低碳经济']
600637,东方明珠,['融资融券' '文化振兴' '网络游戏' '国企改革' '上海本地' '保险重仓' '三网融合']
600638,新黄浦,['参股金融' '股期概念' '保障房' '上海本地' '金融参股']
600639,浦东金桥,['上海自贸' '信托重仓' '参股金融' '迪士尼' '含B股' '上海本地' '金融参股']
600640,号百控股,['重组概念' '博彩概念' 'O2O模式' '参股金融' '上海本地']
600641,万业企业,['上海本地' '外资背景']
600642,申能股份,['融资融券' '风能概念' '社保重仓' '新能源' '参股金融' '业绩预升' '上海本地' '风能' '金融参股' '核电核能']
600643,爱建集团,['上海自贸' '信托重仓' '业绩预升' '上海本地']
600644,乐山电力,['太阳能' '融资融券' '新能源' '参股金融' '成渝特区' '多晶硅' '金融参股' '低碳经济']
600645,中源协和,['基因芯片' '生物疫苗' '融资融券' '信托重仓' 'O2O模式' '基因概念' '上海本地' '基因测序']
600647,同达创业,['上海本地']
600648,外高桥,['上海自贸' '参股金融' '迪士尼' '含B股' '上海本地']
600649,城投控股,"['融资融券' '固废处理' '节能环保' '循环经济' '参股金融' '创投概念' '券商重仓' '保障房' '污水处理' '上海本地'
 '金融参股' '低碳经济']"
600650,锦江投资,['上海自贸' '参股金融' '国企改革' '含B股' '上海本地' '金融参股']
600651,飞乐音响,['QFII重仓' '参股金融' '国企改革' '绿色照明' '上海本地' '业绩预降' '金融参股']
600652,游久游戏,['参股金融' '上海本地' '金融参股']
600653,申华控股,['风能概念' '新能源' '参股金融' '上海本地' '风能']
600654,中安消,['安防服务' '重组概念' '国企改革' '汽车电子' '上海本地' '金融参股']
600655,豫园商城,"['黄金概念' '上海自贸' '融资融券' 'QFII重仓' '社保重仓' '参股金融' '国企改革' '业绩预升' '迪士尼' '上海本地'
 '金融参股']"
600657,信达地产,['京津冀']
600658,电子城,['业绩预升' '创投概念' '新三板']
600660,福耀玻璃,['融资融券' 'QFII重仓' '社保重仓' '含H股' '海峡西岸']
600661,新南洋,['太阳能' '高校背景' '新能源' '上海本地']
600662,强生控股,['文化振兴' '土地流转' '国企改革' '资产注入' '迪士尼' '整体上市' '上海本地']
600663,陆家嘴,['上海自贸' '信托重仓' '国企改革' '迪士尼' '保障房' '含B股' '上海本地']
600664,哈药股份,['融资融券' '抗癌']
600665,天地源,['新三板' '上海本地']
600666,奥瑞德,['信托重仓' '重组概念' '成渝特区' '甲型流感']
600667,太极实业,['融资融券' '重组概念' '业绩预降']
600668,尖峰集团,['融资融券' '参股金融']
600673,东阳光科,['太阳能' '抗流感' '资产注入']
600674,川投能源,['太阳能' '融资融券' 'QFII重仓' '新能源' '成渝特区' '业绩预升']
600675,*ST中企,['融资融券' '土地流转' '参股金融' '国企改革' '迪士尼' '上海本地' 'ST板块' '金融参股']
600676,交运股份,['上海自贸' '资产注入' '迪士尼' '整体上市' '上海本地']
600677,航天通信,['重组概念' '军工航天' '资产注入' '金融参股']
600678,四川金顶,['成渝特区']
600679,上海凤凰,['重组概念' '金融改革' '含B股' '上海本地']
600680,上海普天,['电子支付' '含B股' '上海本地' '充电桩']
600681,百川能源,['参股金融' '本月解禁']
600682,南京新百,['重组概念' '参股金融' '新三板' '业绩预降' '金融参股']
600683,京投发展,['土地流转' '创投概念']
600684,珠江实业,['赛马概念' '保障房']
600685,中船防务,['广东自贸' '参股金融' '军工航天' '海工装备' '粤港澳' '含H股']
600686,金龙汽车,['燃料电池' '氢燃料' '海峡西岸']
600687,刚泰控股,['黄金概念' '3D打印' '业绩预升']
600688,上海石化,['未股改' '碳纤维' '油气改革' '含H股' '上海本地']
600689,上海三毛,"['基因芯片' '上海自贸' '参股金融' '国企改革' '基因概念' '创投概念' '含B股' '上海本地' '业绩预降' '养老概念'
 '金融参股']"
600690,青岛海尔,['太阳能' '融资融券' '信托重仓' '股权激励' '基金重仓' '国企改革' '资产注入' '日韩贸易']
600691,阳煤化工,['成渝特区' '摘帽概念' '石墨烯']
600692,亚通股份,['赛马概念' '融资融券' '农村金融' '土地流转' '参股金融' '迪士尼' '上海本地' '民营银行']
600693,东百集团,['内贸规划' '海峡西岸']
600694,大商股份,['融资融券' '基金重仓' '内贸规划' '保险重仓' '振兴沈阳']
600695,绿庭投资,['上海自贸' '参股金融' '含B股' '上海本地' '猪肉' '金融参股']
600696,匹凸匹,['融资融券' '博彩概念']
600697,欧亚集团,['QFII重仓' '图们江' '社保重仓' '内贸规划']
600698,湖南天雁,['军工航天' '含B股']
600699,均胜电子,['图们江' '业绩预升' '汽车电子' '特斯拉']
600701,*ST工新,['重组概念' '高校背景' '机器人概念' '智能机器' 'ST板块']
600702,沱牌舍得,['融资融券' '基金重仓' '成渝特区' '业绩预降']
600703,三安光电,['太阳能' '融资融券' '信托重仓' '基金重仓' '绿色照明']
600704,物产中大,['重组概念' '参股金融' '股期概念' '金融参股']
600705,中航资本,['券商重仓' '新三板']
600706,曲江文旅,['陕甘宁' '丝绸之路']
600707,彩虹股份,['陕甘宁' '准ST股']
600708,光明地产,['上海自贸' '国企改革' '资产注入' '业绩预升' '迪士尼' '上海本地']
600710,*ST常林,['重组概念' 'ST板块']
600711,盛屯矿业,['黄金概念' '融资融券' '海峡西岸']
600712,南宁百货,['信托重仓' '内贸规划' '海上丝路' '业绩预降']
600713,南京医药,['信托重仓' '参股金融' '准ST股']
600714,金瑞矿业,['业绩预升' '稀缺资源']
600715,文投控股,['振兴沈阳']
600716,凤凰股份,['文化振兴' '参股金融' '养老概念']
600717,天津港,['天津自贸' '海上丝路' '整体上市' '京津冀']
600718,东软集团,['阿里概念' '汽车电子' '国产软件' '智能交通' '整体上市' '新三板' '物联网' '云计算' '养老概念' '振兴沈阳' '分拆上市']
600719,大连热电,['整体上市' '振兴沈阳']
600720,祁连山,['融资融券' '陕甘宁' '丝绸之路' '业绩预升' '保障房' '低碳经济']
600721,*ST百花,['重组概念' 'ST板块']
600722,金牛化工,['京津冀']
600723,首商股份,['内贸规划']
600724,宁波富达,['固废处理' '信托重仓' '循环经济' '污水处理']
600725,*ST云维,['参股金融' '资产注入' 'ST板块' '金融参股' '低碳经济']
600726,华电能源,['固废处理' '循环经济' '参股金融' '资产注入' '含B股' '金融参股']
600728,佳都科技,['未股改' '4G概念' '安防服务' '金融改革' 'IPV6概念' '民营银行' '云计算' '铁路基建']
600729,重庆百货,['重组概念' '社保重仓' 'O2O模式' '成渝特区' '内贸规划']
600730,中国高科,['高校背景' '上海本地' '准ST股']
600731,湖南海利,['出口退税' '长株潭']
600732,*ST新梅,['上海自贸' '迪士尼' '上海本地' 'ST板块']
600733,S前锋,['未股改' '成渝特区']
600734,实达集团,['涉矿概念' '安防服务' '重组概念' '物联网' '海峡西岸']
600735,新华锦,['自贸区' '日韩贸易' '婴童概念' '石墨烯' '东亚自贸' '养老概念' '黄河三角']
600736,苏州高新,['沿海发展' '参股金融' '创投概念' '新三板' '金融参股']
600737,中粮屯河,['参股金融']
600738,兰州民百,['重组概念' '参股金融' '陕甘宁' '丝绸之路' '资产注入' '业绩预升']
600739,辽宁成大,['融资融券' '信托重仓' '页岩气' '参股金融' '券商重仓' '新三板' '金融参股' '分拆上市']
600740,山西焦化,['融资融券' '重组概念' '低碳经济']
600741,华域汽车,['融资融券' '基金重仓' '社保重仓' '国企改革' '迪士尼' '汽车电子' '上海本地' '保险重仓' '金融参股']
600742,一汽富维,['融资融券' 'QFII重仓' '图们江' '参股金融']
600743,华远地产,['融资融券' '京津冀']
600744,华银电力,['融资融券' '涉矿概念' '页岩气' '参股金融' '创投概念' '新三板' '准ST股' '风能' '金融参股' '长株潭']
600745,中茵股份,['涉矿概念' '重组概念' '养老概念']
600747,大连控股,['融资融券' '涉矿概念' '参股金融' '创投概念' '金融参股' '振兴沈阳']
600748,上实发展,['融资融券' '土地流转' '国企改革' '上海本地' '养老概念']
600750,江中药业,['融资融券' '参股金融' '婴童概念' '金融参股']
600751,天海投资,['未股改' '天津自贸' '含B股' '京津冀']
600753,东方银星,['准ST股']
600754,锦江股份,['上海自贸' '参股金融' '国企改革' '迪士尼' '含B股' '上海本地' '金融参股']
600755,厦门国贸,['农村金融' '参股金融' '股期概念' '含可转债' '金融参股' '海峡西岸']
600756,浪潮软件,['国产软件' '云计算']
600757,长江传媒,['文化振兴' 'O2O模式' '参股金融' '武汉规划' '新三板' '上海本地']
600759,洲际油气,['三沙概念' '融资融券' '土地流转' '涉矿概念' '重组概念']
600760,*ST黑豹,['重组概念' '军工航天' '准ST股' 'ST板块' '本月解禁']
600761,安徽合力,['皖江区域']
600763,通策医疗,['民营医院' '婴童概念']
600764,中电广通,['军工航天' '电子支付']
600765,中航重机,['3D打印' '军工航天' '业绩预升' '风能' '铁路基建']
600766,园城黄金,['黄金概念' '黄河三角']
600767,运盛医疗,['金融改革']
600768,宁波富邦,['重组概念' '准ST股']
600769,祥龙电业,['武汉规划']
600770,综艺股份,"['太阳能' '4G概念' '融资融券' '网络游戏' '安防服务' '博彩概念' '超导概念' '沿海发展' '参股金融' 'IPV6概念'
 '创投概念' '整体上市' '新三板' '物联网' '云计算' '分拆上市']"
600771,广誉远,['重组概念']
600773,西藏城投,['涉矿概念' '金融改革' '参股金融' '锂电池' '保障房' '金融参股']
600774,汉商集团,['武汉规划']
600775,南京熊猫,['机器人概念' '智能机器' '含H股']
600776,东方通信,['股权激励' '国企改革' '含B股']
600777,新潮能源,['赛马概念' '金融改革' '超导概念' '参股金融' '黄河三角']
600778,友好集团,['参股金融' '丝绸之路' '内贸规划' '业绩预升']
600779,水井坊,['融资融券' 'QFII重仓' '成渝特区' '摘帽概念' '外资背景']
600781,辅仁药业,['重组概念' '创投概念' '上海本地']
600782,新钢股份,['信托重仓' '保障房' '整体上市']
600783,鲁信创投,['参股金融' '业绩预升' '创投概念' '新三板' '黄河三角']
600784,鲁银投资,['金融改革' '黄河三角']
600785,新华百货,['参股金融' '陕甘宁' '丝绸之路' '内贸规划' '金融参股']
600787,中储股份,['融资融券' '金融改革' '参股金融' '资产注入' '券商重仓' '整体上市' '京津冀' '物联网' '金融参股' '铁路基建']
600789,鲁抗医药,['生物疫苗' '抗流感' '黄河三角']
600790,轻纺城,['参股金融' '业绩预升' '分拆上市']
600791,京能置业,['资产注入']
600792,云煤能源,['节能环保' '出口退税' '涉矿概念' '低碳经济']
600793,宜宾纸业,['成渝特区' '摘帽概念']
600794,保税科技,['信托重仓' '参股金融']
600795,国电电力,['融资融券' '风能概念' '基金重仓' '社保重仓' '新能源' '央企50' '业绩预升' '整体上市' '风能' '振兴沈阳' '分拆上市']
600796,钱江生化,['生物疫苗' '太阳能']
600797,浙大网新,['网络游戏' '高校背景' '阿里概念' 'IPV6概念' '电子支付' '国产软件' '云计算' '分拆上市']
600798,宁波海运,['海上丝路' '自贸区' '东亚自贸']
600800,天津磁卡,['融资融券' '参股金融' '电子支付']
600801,华新水泥,['融资融券' 'QFII重仓' '出口退税' '股权激励' '业绩预升' '保障房' '含B股' '外资背景']
600802,福建水泥,['参股金融' '金融参股' '海峡西岸']
600803,新奥股份,['生物燃料' '生态农业' '生物质能']
600804,鹏博士,['融资融券' '网络游戏' '股权激励' '安防服务' '成渝特区' '业绩预升' '云计算' '三网融合']
600805,悦达投资,['融资融券' '沿海发展' '参股金融' '特斯拉' '石墨烯']
600806,*ST昆机,['机器人概念' '3D打印' '含H股' '节能' 'ST板块']
600807,天业股份,['黄金概念' '融资融券' '涉矿概念' '资产注入']
600808,马钢股份,['含H股' '皖江区域' '铁路基建']
600809,山西汾酒,['融资融券' '基金重仓']
600810,神马股份,['聚氨酯' '新三板']
600811,东方集团,['文化振兴' '涉矿概念' '参股金融' '资产注入' '整体上市' '金融参股']
600812,华北制药,['超级细菌' '维生素' '抗癌' '金融参股' '分拆上市']
600814,杭州解百,['体育概念' '内贸规划']
600815,厦工股份,['融资融券' '金融参股' '海峡西岸']
600816,安信信托,['融资融券']
600817,*ST宏盛,['重组概念' '上海本地' 'ST板块']
600818,中路股份,['上海自贸' '参股金融' '迪士尼' '含B股' '风能']
600819,耀皮玻璃,['出口退税' '保障房' '含B股' '上海本地' '建筑节能' '外资背景']
600820,隧道股份,['融资融券' '国企改革' '资产注入' '创投概念' '上海本地' '铁路基建']
600821,津劝业,['天津自贸']
600822,上海物贸,['上海自贸' '油气改革' '国企改革' '含B股' '上海本地']
600823,世茂股份,['融资融券' 'QFII重仓' '股权激励' '博彩概念' '参股金融' '上海本地' '金融参股']
600824,益民集团,['黄金概念' '创投概念' '上海本地']
600825,新华传媒,['融资融券' '文化振兴' '国企改革' '上海本地']
600826,兰生股份,['QFII重仓' '参股金融' '国企改革' '体育概念' '抗癌' '上海本地' '金融参股' '分拆上市']
600827,百联股份,['融资融券' '信托重仓' 'O2O模式' '参股金融' '国企改革' '内贸规划' '迪士尼' '含B股' '上海本地' '保险重仓']
600828,茂业商业,['参股金融' '成渝特区']
600829,人民同泰,['民营医院']
600830,香溢融通,['金融改革']
600831,广电网络,['文化振兴' '陕甘宁' '资产注入' '创投概念' '三网融合']
600833,第一医药,['国企改革' '上海本地']
600834,申通地铁,['国企改革' '迪士尼' '上海本地']
600835,上海机电,['固废处理' '机器人概念' '国企改革' '智能机器' '生物质能' '含B股' '上海本地']
600836,界龙实业,['上海自贸' '资产注入' '迪士尼' '上海本地']
600837,海通证券,['融资融券' '基金重仓' '含H股' '上海本地']
600838,上海九百,['参股金融' '上海本地' '金融参股']
600839,四川长虹,['融资融券' '循环经济' '参股金融' '成渝特区' '业绩预升' '新三板']
600841,上柴股份,['国企改革' '含B股' '上海本地']
600843,上工申贝,['含B股' '上海本地']
600844,丹化科技,['融资融券' '券商重仓' '含B股' '上海本地']
600845,宝信软件,['电商概念' '国产软件' '智能交通' '含B股' '物联网' '云计算']
600846,同济科技,['节能环保' '高校背景' '燃料电池' '污水处理' '上海本地' '氢燃料']
600847,万里股份,['成渝特区']
600848,上海临港,['重组概念' '国企改革' '含B股' '上海本地' '低碳经济' '核电核能']
600850,华东电脑,['军工航天' '整体上市' '上海本地' '云计算']
600851,海欣股份,['生物疫苗' '金融改革' '参股金融' '抗癌' '含B股' '上海本地' '金融参股']
600854,春兰股份,['锂电池']
600855,航天长峰,['节能环保' '安防服务' '参股金融' '军工航天' '资产注入' '整体上市' '物联网']
600856,中天能源,['图们江']
600857,宁波中百,['高校背景' '参股金融' '金融参股']
600858,银座股份,['内贸规划' '保险重仓']
600859,王府井,['QFII重仓' '信托重仓' '重组概念' 'O2O模式' '内贸规划' '券商重仓']
600860,京城股份,['含H股']
600862,中航高科,['沿海发展' '机器人概念' '军工航天' '创投概念' '保障房']
600863,内蒙华电,['信托重仓' '参股金融' '券商重仓' '风能' '低碳经济']
600864,哈投股份,['风能概念' '固废处理' '农村金融' '节能环保' '重组概念' '循环经济' '参股金融' '风能']
600865,百大集团,['参股金融' '金融参股']
600866,*ST星湖,['ST板块' '金融参股']
600867,通化东宝,['业绩预升' '分拆上市']
600868,梅雁吉祥,['融资融券' '涉矿概念' '新三板']
600869,智慧能源,['电商概念' '农村金融' '碳纤维' '参股金融' '锂电池' '新三板' '特斯拉' '本月解禁']
600870,厦华电子,['摘帽概念']
600871,石化油服,['未股改' '油气改革' '含H股']
600872,中炬高新,['农村金融' '节能环保' '金融改革' '参股金融' '锂电池' '燃料电池' '新三板' '氢燃料']
600873,梅花生物,['参股金融']
600874,创业环保,['节能环保' '含H股' '污水处理']
600875,东方电气,"['融资融券' '风能概念' '新能源' '央企50' '成渝特区' '整体上市' '含H股' '燃料电池' '保险重仓' '风能' '低碳经济'
 '核电核能']"
600876,洛阳玻璃,['参股金融' '保障房' '含H股']
600877,中国嘉陵,['军工航天' '成渝特区' '金融参股']
600879,航天电子,['央企50' '武汉规划' '军工航天' '券商重仓' '整体上市' '卫星导航' '物联网']
600880,博瑞传播,['融资融券' '文化振兴' '网络游戏' '重组概念' '成渝特区' '创投概念' '苹果概念' '分拆上市']
600881,亚泰集团,['融资融券' '图们江' '参股金融' '体育概念' '抗癌' '保障房' '金融参股']
600882,广泽股份,['重组概念' '参股金融' '民营银行' '黄河三角']
600884,杉杉股份,['新能源' '参股金融' '锂电池' '创投概念' '新三板' '特斯拉' '民营银行' '金融参股' '稀缺资源' '分拆上市' '低碳经济']
600885,宏发股份,['新能源' '武汉规划' '智能电网']
600886,国投电力,['融资融券' '基金重仓' '社保重仓' '陕甘宁' '资产注入' '业绩预升']
600887,伊利股份,['融资融券' 'QFII重仓' '基金重仓' '社保重仓' '保险重仓']
600888,新疆众和,['参股金融' '金融参股']
600889,南京化纤,['新三板']
600890,中房股份,['重组概念']
600891,秋林集团,['黄金概念' '未股改']
600892,大晟文化,['参股金融']
600893,中航动力,['太阳能' '融资融券' '新能源' '陕甘宁' '军工航天' '券商重仓']
600894,广日股份,['业绩预升' '券商重仓' '保障房' '粤港澳' '新三板' '绿色照明']
600895,张江高科,['上海自贸' '创投概念' '迪士尼' '整体上市' '新三板' '上海本地' '分拆上市']
600896,览海投资,['三沙概念' '重组概念' '参股金融' '资产注入' '创投概念' '金融参股']
600897,厦门空港,['QFII重仓' '海峡西岸']
600898,三联商社,['黄河三角']
600900,长江电力,['融资融券' '重组概念' '创投概念' '超大盘' '整体上市' '保险重仓' '金融参股' '分拆上市']
600908,无锡银行,['次新股']
600909,华安证券,['次新股']
600919,江苏银行,['次新股']
600926,杭州银行,['次新股']
600936,广西广电,['次新股']
600958,东方证券,['含H股']
600960,渤海活塞,['黄河三角']
600961,株冶集团,['出口退税' '资产注入' '长株潭']
600962,国投中鲁,['摘帽概念']
600963,岳阳林纸,['装饰园林' '资产注入' '风沙治理' '长株潭']
600966,博汇纸业,['黄河三角']
600967,北方创业,['军工航天' '丝绸之路' '业绩预升' '铁路基建']
600969,郴电国际,['污水处理' '长株潭']
600970,中材国际,['融资融券' '社保重仓' '沿海发展' '低碳经济']
600971,恒源煤电,['融资融券' '信托重仓' '券商重仓' '业绩预降']
600973,宝胜股份,['信托重仓' '股权激励' '超导概念' '沿海发展' '券商重仓' '物联网' '智能电网' '铁路基建' '核电核能']
600975,新五丰,['猪肉' '长株潭']
600976,健民集团,['股权激励' '武汉规划' '婴童概念']
600977,中国电影,['次新股']
600978,宜华生活,['QFII重仓' '出口退税' '股权激励' 'O2O模式' '券商重仓']
600979,广安爱众,['成渝特区']
600980,北矿科技,['稀土永磁' '整体上市' '准ST股']
600981,汇鸿集团,['参股金融' '创投概念' '新三板' '金融参股']
